,0
0,-0.9323560556046617
1,-0.30781781598526026
2,0.1601476535589299
3,-0.47369738599520295
4,0.8526453321671117
5,-0.3050442077427744
6,0.6275583994169132
7,0.1326288729253582
8,-0.4955026536874647
9,0.4289747377783515
10,-0.1846632942672639
11,-0.6719010554486882
12,-0.1958843958702421
13,0.7652240188621571
14,-0.2828909471266243
15,0.38230320178033295
16,-0.9887791081840402
17,-0.972177988951535
18,-0.1657555160496369
19,0.33369141013572423
20,0.3683906554690515
21,-0.1251728245755972
22,0.18518376269194725
23,-0.9135170455351593
24,0.9396831179381337
25,-0.6310669405495306
26,0.91341615475826
27,0.6069352184725398
28,0.3235331359892273
29,0.9557111776466947
30,-0.2300117461316713
31,-0.9723163057978432
32,-0.921658388535765
33,-0.9870194072102774
34,-0.3832639396061379
35,0.500738268809721
36,0.36329518545811923
37,0.43245675715849363
38,-0.29706493935054845
39,-0.48563463176692934
40,-0.04408576052336044
41,0.7787077888636897
42,-0.2631153033850706
43,0.17707325752454217
44,0.28906237065007434
45,0.9302561908214355
46,-0.32813148640508705
47,-0.5475470515752572
48,0.949323608345706
49,0.19953451800431377
50,-0.891857305364594
51,-0.20932864907062054
52,0.9886049952854532
53,-0.023406834475722782
54,-0.09411393975714888
55,-0.46564411378607007
56,0.17526732965540504
57,-0.23559782636934012
58,-0.4065914658084424
59,0.8776793573163628
60,-0.9975950633841444
61,0.7733364994286929
62,-0.3653240433559739
63,0.21310580196465434
64,0.488007393622941
65,0.1529311175701451
66,-0.6602184767203745
67,-0.9218653749518395
68,0.9679520816300244
69,-0.656636688849839
70,0.9035053826417847
71,-0.46242294701165987
72,-0.639775184636987
73,-0.7902129314323554
74,-0.6102612023264684
75,-0.10197695094185533
76,-0.22652620809585144
77,0.38336706700709544
78,-0.8363450619554496
79,0.24194878132124953
80,-0.4466945837155971
81,0.2551893666959899
82,-0.7404388097163728
83,0.09464131928287944
84,0.4717050632153701
85,-0.2711841182487309
86,-0.840926966883357
87,-0.7110484511034469
88,0.45326972677588184
89,-0.3813907542248538
90,0.7429162421375894
91,-0.957152869466078
92,0.675915878261101
93,0.6918849080925618
94,0.9047852190834518
95,-0.052151527114178364
96,-0.4272594531102514
97,-0.9881056431921162
98,0.14179750118692636
99,0.5183383205762655
100,-0.7817260106722161
101,0.8953349640121773
102,-0.7312522927796357
103,0.4607383881106344
104,0.14917486542296254
105,-0.5230979801179805
106,-0.9081507046526243
107,-0.46770399473056634
108,0.3440077788803937
109,-0.10745562248717633
110,0.872867734492035
111,0.43569253738608404
112,-0.019040532657796705
113,0.6929137269055385
114,-0.15695252762360434
115,-0.29852866640420683
116,-0.656896662644499
117,-0.5584445282733359
118,-0.6782237730741381
119,0.45562723037423636
120,0.8052025407365704
121,-0.42073946777256954
122,-0.6283591487118301
123,0.2238120075015737
124,0.8114572690415565
125,-0.458331215307171
126,-0.6793546135924247
127,-0.607903179775733
128,0.8508462427218308
129,-0.4030873962324757
130,-0.38861164436856743
131,-0.7612594255423732
132,-0.7436121790225281
133,0.734791801102251
134,-0.5177579868387125
135,-0.7325395365147638
136,0.8113332153223722
137,-0.08899216860449144
138,-0.8920517799555974
139,0.895682426025743
140,0.17878721567043732
141,0.6824231026687149
142,0.9275082192146185
143,-0.9649806704636656
144,0.4231436784891709
145,0.009163472862266486
146,0.8434626854225551
147,0.10928422082877165
148,-0.8356094845333701
149,-0.46081676288721374
150,-0.3031356607708786
151,0.4829962884679151
152,-0.568614705276578
153,0.8041410013280446
154,0.3065979926613447
155,-0.562341167912497
156,-0.3216796145035232
157,0.5329306245387468
158,-0.7369118528540544
159,0.6589265094069112
160,-0.36954559476644366
161,-0.0719299847767525
162,0.06822273938906465
163,-0.08773119064267054
164,-0.8363820997726226
165,0.5610325982199176
166,-0.5992334482129751
167,-0.9486826169527776
168,-0.32135923671866995
169,0.625348097021247
170,0.9704474009140851
171,0.40671027386894876
172,-0.07979451818234473
173,-0.7434013966964983
174,0.02140643798614339
175,-0.5510430379916484
176,-0.6075123902576427
177,-0.08065148045164539
178,0.8789515596235644
179,0.36564629723864184
180,-0.9349350166097923
181,-0.8346485873191025
182,0.1667178900119819
183,-0.5541444305190566
184,-0.5256742872324947
185,0.6927746409079625
186,-0.5390205422905492
187,-0.008373609462813292
188,-0.861173182009515
189,-0.9734381908845144
190,-0.7678503619191872
191,-0.6988861989830377
192,0.24416330621799998
193,0.38423162559271296
194,-0.22238205740613726
195,-0.3820780127791952
196,-0.8796886059612907
197,-0.2897523665275452
198,-0.0006808177220880562
199,0.7872724921996772
200,0.25701280028220763
201,-0.8856599387526474
202,0.9400015158695885
203,0.7232236182646672
204,-0.9615575724287928
205,-0.6597687122377214
206,-0.7364148503761319
207,-0.46243034719407117
208,-0.7322143802504815
209,0.6129172185204905
210,0.181054503343828
211,-0.6101253310075279
212,-0.17421616544640184
