,0
0,0.4483393116135246
1,-0.6958076199878149
2,0.8873347852322073
3,-0.21040205233767106
4,-0.8369986537027472
5,0.13137529875879927
6,0.6769261788426979
7,-0.7988348948531261
8,-0.2628813892481423
9,-0.7145088468893217
10,0.13064078319562134
11,0.05622453816526218
12,-0.6301606706066136
13,0.05187971789943391
14,-0.560925411045319
15,-0.5704258519160181
16,-0.5916329532464637
17,0.976300557791715
18,-0.9062615396470974
19,-0.5933938503584364
20,-0.10648629516522479
21,-0.12045133148993514
22,0.02925658046829449
23,-0.7911119051898561
24,-0.7753291267391156
25,0.9696353105812452
26,0.17892624789666267
27,-0.9570480582239762
28,0.2818206536612995
29,-0.32400772801873967
30,0.32014098155530823
31,0.7835596517015107
32,0.8340086694804545
33,0.5316732414965459
34,0.013516423166530789
35,-0.2503106389259879
36,-0.38415379481953327
37,0.627639767046632
38,-0.618309089604242
39,-0.34873486075500204
40,0.8882768858340375
41,0.046129758108780505
42,0.597017838040393
43,-0.22383370095697197
44,0.13624779611866722
45,0.7511194340220366
46,-0.7807397543861154
47,0.14952829249097288
48,-0.4319214278639394
49,-0.6235401047759332
50,-0.32523262255259433
51,0.568801238413263
52,0.726531336611189
53,-0.976837368556706
54,0.08220142245189166
55,-0.5960814615093033
56,0.2836854412879286
57,0.33269470635640586
58,-0.30928535313464134
59,0.6414012576135546
60,0.9516789771430081
61,-0.2921044481266466
62,0.040185915886942425
63,0.9273153385300954
64,0.9027204149768848
65,-0.872749768125441
66,-0.997074101760564
67,0.6881624809140321
68,0.3254306576386512
69,-0.7816151702036442
70,-0.8527676826270594
71,-0.8789675179772787
72,0.22325410919288036
73,-0.3290245042219362
74,-0.9172248674314951
75,-0.7050077971295292
76,0.2118691833673476
77,0.8335086160210194
78,-0.8395311243576575
79,-0.6796021188647468
80,0.9681117845610523
81,0.09682002455499261
82,-0.5106954008106008
83,-0.22275229566298482
84,-0.16341635182282133
85,-0.40722760892052023
86,-0.19272938022823083
87,0.3529177226792004
88,0.273389408094761
89,-0.31590199101542216
90,-0.6931375340611312
91,0.4054835469813225
92,-0.5728171214537914
93,0.2985675684402225
94,-0.5119414025745608
95,-0.733093457132219
96,0.8575823062433199
97,-0.7984539322262649
98,0.7218956289612415
99,0.3924307552520896
100,-0.6296359729373737
101,0.30470936428033046
102,0.20198296731985566
103,0.6262307548349708
104,0.3629581990340758
105,0.06764025953625019
106,0.1637757529828312
107,-0.45077476817473805
108,-0.6366757169587312
109,-0.15927176072531046
110,0.16995697228200468
111,0.17496185943707543
112,0.6178343011009011
113,0.3974859962589148
114,0.7355207036462832
115,0.5559962135589476
116,-0.8836593450908532
117,-0.2561042166056877
118,0.9613871586725309
119,0.0815424064022483
120,0.5447544904398782
121,0.42329063099145214
122,-0.9628516407426002
123,0.2731574039042861
124,-0.5268193606733851
125,-0.37042953452422944
126,0.12251263882044916
127,0.11921490299510906
128,0.5431752254731741
129,0.1387295877092649
130,0.3014681506392558
131,0.0475017566170477
132,-0.18848090873633216
133,0.4339005847927071
134,0.2545229920622274
135,-0.32161210754314506
136,0.27719373641919076
137,-0.5925532882487801
138,-0.8925061082887074
139,0.6685176836026117
140,-0.4034411898954273
141,-0.7256261981780028
142,-0.316007969225927
143,-0.028758206272420983
144,0.2573929754068274
145,-0.7856410547892052
146,-0.16524153761545413
147,-0.7990935379677973
148,-0.3211847796110836
149,-0.5601139729564957
150,-0.09774595772674521
151,0.45986738525097426
152,-0.580648620245356
153,0.07865256641959673
154,0.9061787160100683
155,-0.5007724018364175
156,-0.29851243965332563
157,0.11525746976163287
158,0.825839147614311
159,0.6126439128205674
160,0.726240314527274
161,-0.9157427416739965
162,0.5477361074558069
163,-0.6717488769345414
164,-0.3851274363749875
165,-0.6278547091986348
166,0.4683783683144449
167,0.32605580147504765
168,0.3079273287157551
169,-0.35487271572181944
170,-0.4826358125291099
171,0.35577239842278696
172,-0.6157008630888761
173,0.7268979388222983
174,-0.6355564569069856
175,0.614893980315407
176,0.8390258707828213
177,-0.07500026078481414
178,-0.06777543550400389
179,0.8466933246593873
180,0.4021146096377235
181,-0.9067624019018345
182,-0.8463767672083544
183,0.8143137247693659
184,-0.9077579021478928
185,-0.40128196164577856
186,-0.7095697196735999
187,-0.3730508884266519
188,-0.6792894093520443
189,0.9438926293134178
190,-0.7195309909798611
191,-0.6094520620203736
192,0.985215533940464
193,0.4559382770888869
194,-0.445653864316369
195,-0.9840929881510165
196,-0.8542628019376133
197,0.6047886427322504
198,0.8734583456324467
199,0.15664420832799864
200,0.27593783891212254
201,-0.5743826400031138
202,0.9943298943968992
203,-0.8945111202433156
204,-0.9496451742287635
205,0.3098906337347336
206,-0.9029438924898721
207,-0.589155933315076
208,0.5365074616608363
209,0.5742164521311792
210,0.29103313059657854
211,-0.1884223731204293
212,0.9238051562893392
213,-0.29060365377585273
214,0.6921646769415104
215,0.5065118373005744
216,-0.3591670722513389
217,-0.023584735842677507
218,-0.6892875854598988
219,-0.9388332329272813
220,-0.6836638011365059
221,-0.5946103566224255
222,-0.7994987469638957
223,0.9061927194235404
224,-0.6474291819631606
225,-0.12434259838216111
226,0.3935790663951835
227,0.5345421694288459
228,0.6804354510548516
229,0.6402011038989464
230,0.5875533289847279
231,-0.28501337473698296
232,-0.4161508582521374
233,0.5660526731321789
234,-0.32438203953930955
235,0.43717186708318523
236,-0.8903260961209338
237,0.376786271453013
238,-0.33436751797346775
239,0.7571443459922798
240,-0.5816339552930756
241,0.6756233304359474
242,-0.6384517863845638
243,-0.300189236474234
244,-0.6926785303458671
245,0.9198006579538114
246,-0.18250517599567084
247,0.21869530203206788
248,0.07950008787284824
249,-0.605689392118645
